流水號,文字記錄,配置,刺殺,分類,日期時間,場次,頁碼,note,玩1,玩2,玩3,玩4,玩5,玩6,玩7,玩8,玩9,玩0,結果,第一局成功失敗,第二局成功失敗,第三局成功失敗,第四局成功失敗,第五局成功失敗,第一局,第二局,第三局,第四局,第五局,組成,強人,戳人,局勢,首湖,二湖,三湖,首湖玩家,二湖玩家,三湖玩家,角1,角4,角5,角0,2025-01-01 00:00:00,派5,派0,外灑
1074,"147
128 0+
358
145
145
oox
1670 1-
1780
5689
5689
1370
ooox
0>3 o
1238 0+
1269 40+
ooox",406789,,線瓦,2024-03-08 00:00:00,1,,,發達,黑羊,Dean,呂安,黃某人,洋蔥,TEN,海月,sbear,池,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"發達, 黑羊, DEAN, 呂安, 黃某人, 洋蔥, TEN, 海月, SBEAR, 池",3,4,紅紅紅,0>3,,,娜,忠,,忠,刺,忠,娜,147,N,N,N
1075,"168
260
349
245
150
ooo
2346
1570
3458
2346 89+4-
1570
ooox
0>1 o
1450
2456
2349 8+
1450
1450
oooo
1>5 o
13450 6789+
ooooo",927850,5.0,線瓦,2024-03-08 00:00:00,2,,,DEAN,呂安,黃某人,海月,sbear,池,黑羊,發達,洋蔥,TEN,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"DEAN, 呂安, 黃某人, 海月, SBEAR, 池, 黑羊, 發達, 洋蔥, TEN",3,4,藍紅藍藍,0>1,1>5,,梅,忠,派,忠,忠,派,梅,168,N,N,N
1076,"178 4+
279
350
148
259
oox
1690
3579 9-
1580
3690
3560
ooox
0>4 o
1468 8-
2480 8-
3489 89-
3479  120+
ooox",084267,,線瓦,2024-03-08 00:00:00,3,,,黃某人,黑羊,TEN,發達,洋蔥,sbear,開司,尼克,呂安,HAO,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"黃某人, 黑羊, TEN, 發達, 洋蔥, SBEAR, 開司, 尼克, 呂安, HAO",2,4,紅紅紅,0>4,,,刺,德,,忠,德,忠,刺,178,N,N,N
1077,"147 6+
279
470 1368+
oox
2459 9-
5789 9-
1679
1679
6789
ooox
0>3 o
1379 13-
1360 1-
1390 3-
1567 167-
1368
oooo
3>7 o
13678
ooooo
7>8 o
13678
ooooo",254963,3.0,線瓦,2024-03-09 00:00:00,1,,,池,黑羊,呂安,洋蔥,liang,尼克,TEN,Hao,很乖,豬羊,三藍死,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"池, 黑羊, 呂安, 洋蔥, LIANG, 尼克, TEN, HAO, 很乖, 豬羊",4,2,紅紅藍藍藍,0>3,3>7,7>8,忠,梅,忠,忠,德,娜,忠,147,N,N,N
1078,"127
270
890 37+9-
459
125
ooo
1256
2679
6789
2490 6+0-
1250
oooo
0>5 o
1250 346789+
oooo",674985,5.0,線瓦,2024-03-09 00:00:00,2,,,豬羊,洋蔥,池,黃某人,尼克,Liang,午夜,呂安,HAO,很乖,三藍死,ooo,oooo,oooo,,,藍,藍,藍,,,"豬羊, 洋蔥, 池, 黃某人, 尼克, LIANG, 午夜, 呂安, HAO, 很乖",4,3,藍藍藍,0>5,,,忠,梅,,忠,德,梅,忠,127,N,N,N
1079,"178
248
345
457
245
oox
1460
1570
1278 1-
1349 1-
1570
ooox
0>4 o
1456 9+
2357 9+35-
3450 9+4-
1456 3890+5-
ooox",935716,,線瓦,2024-03-09 00:00:00,3,,,HAO,尼克,豬羊,Liang,午夜,池,呂安,黃某人,很乖,洋蔥,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"HAO, 尼克, 豬羊, LIANG, 午夜, 池, 呂安, 黃某人, 很乖, 洋蔥",4,3,紅紅紅,0>4,,,忠,忠,,派,忠,德,忠,178,N,N,N
1080,"147
248
360
489
157
oxx
3468
2678 8-
2680
3689 3-7+
4680
oooo
0>6 o
4680
oooo
6>3o
34680
ooooo",179502,4.0,線瓦,2024-03-09 00:00:00,4,,,liang,洋蔥,呂安,尼克,TEN,Hao,黑羊,池,豬羊,很乖,三藍活,oxx,oooo,oooo,ooooo,,紅,藍,藍,藍,,"LIANG, 洋蔥, 呂安, 尼克, TEN, HAO, 黑羊, 池, 豬羊, 很乖",4,2,紅藍藍藍,0>6,6>3o,,派,忠,忠,刺,忠,奧,派,147,N,N,N
1081,"136
256
357
459
357
oox
2560
1670
1278 2-
2349 3-
2560
oooo
0>5 o
2560 134789+
oooo
5>6 o
12560 3789+
ooooo",893427,2.0,線瓦,2024-03-09 00:00:00,5,,,HAO,Liang,池,呂安,洋蔥,很乖,黃某人,午夜,豬羊,尼克,三藍活,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,"HAO, LIANG, 池, 呂安, 洋蔥, 很乖, 黃某人, 午夜, 豬羊, 尼克",4,3,紅藍藍藍,0>5,5>6,,忠,忠,忠,忠,奧,忠,忠,136,N,N,N
1082,"178
238
347
468
258
oox
4560
2670
1580
2790 0-
3450
oooo
0>5 o
3450 126789+
oooo
5>3 o
23450 16789+
oooox",267901,1.0,線瓦,2024-03-09 00:00:00,6,,,海月,豬羊,很乖,Liang,黃某人,HAO,呂安,池,尼克,David,三藍死,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"海月, 豬羊, 很乖, LIANG, 黃某人, HAO, 呂安, 池, 尼克, DAVID",3,3,紅藍藍藍,0>5,5>3,,派,忠,忠,梅,忠,忠,派,178,N,N,N
1083,"136 9+
258
235
467
156
ooo
1568 9+
1567
2780
1356 7+
oooo
0>5 o
1356 24790+
oooo",204865,9.0,線瓦,2024-03-09 00:00:00,7,,,Liang,David,很乖,海月,黃某人,池,豬羊,呂安,HAO,尼克,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"LIANG, DAVID, 很乖, 海月, 黃某人, 池, 豬羊, 呂安, HAO, 尼克",3,3,藍藍藍,0>5,,,娜,梅,,忠,德,梅,娜,136,N,N,N
1084,"189 0+
258 0+
369 0+
247
359
oox
2456 45-
1247
2568
1479
1490
ooox
0>8 x
1347 0+47-
2457 457-
3479 479-
1270 46+
oooo
8>3 ?
12460 5789+0-
ooooo
3>9 ?
12467 35890+
ooooo",358946,4.0,娛樂,2024-03-02 00:00:00,1,,,黃某人,發達,Liang,HAO,豬羊,,呂安,R,黑羊,1234.0,三藍活,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"黃某人, 發達, LIANG, HAO, 豬羊, , 呂安, R, 黑羊, 1234",2,2,紅紅藍藍藍,0>8,8>3,3>9,忠,德,刺,忠,派,娜,忠,189,N,N,N
1085,"147
267
369
149 8+
157
ooo
1567
1570
1478 2+17-
1579 3+
1570
ooox
0>4 o
1459 8+
1248 148-
1349 8+1-
1459
1457
oooo
4>7 o
14567 23890+
ooooo",230897,1.0,娛樂,2024-03-08 00:00:00,1,,,發達,開司,黑羊,sbear,洋蔥,尼克,呂安,R,黃某人,HAO,三藍活,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"發達, 開司, 黑羊, SBEAR, 洋蔥, 尼克, 呂安, R, 黃某人, HAO",2,3,藍紅藍藍,0>4,4>7,,德,忠,梅,忠,忠,忠,德,147,N,N,N
1086,"126
267
370
456
359
ooo
3569
3678 3-
3589 2+
1359 68+
ooox
0>3 o
3590
1356 35-
2360 30-
3590 68+
oooo
3>4 o
34590 12678+
ooooo",278105,5.0,娛樂,2024-03-08 00:00:00,2,,,黑羊,黃某人,發達,呂安,洋蔥,R,HAO,sbear,尼克,開司,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"黑羊, 黃某人, 發達, 呂安, 洋蔥, R, HAO, SBEAR, 尼克, 開司",2,3,藍紅藍藍,0>3,3>4,,派,忠,忠,奧,忠,梅,派,126,N,N,N
1087,"138 6+
247
360
470
580
oox
3670
1670
3689
1490
4670
oooo
0>6 o
4670 123589+
oooo
6>4 x
23690
16780 3+
oooxx
4>8 o
45789 5789-
25670 7-
25670 7-
56790
23480
oxxxx",840237,,線瓦,2024-03-10 00:00:00,1,,,黃某人,TEN,HAO,Liang,發達,尼克,sbear,黑羊,呂安,布冬,三紅,oox,oooo,oooo,oooxx,oxxxx,紅,藍,藍,紅,紅,"黃某人, TEN, HAO, LIANG, 發達, 尼克, SBEAR, 黑羊, 呂安, 布冬",1,5,紅藍藍紅紅,0>6,6>4,4>8,德,忠,娜,忠,娜,忠,德,138,N,N,N
1088,"159 9-
278
370 0-
458
257
oox
1689
2379
2480
1290
1690
ooox
0>5 o
1590
2590
3450 5-
4590 50-
1590
ooxx",713948,,線瓦,2024-03-10 00:00:00,2,,,發達,TEN,呂安,尼克,sbear,布冬,Liang,黃某人,HAO,黑羊,三紅,oox,ooox,ooxx,,,紅,紅,紅,,,"發達, TEN, 呂安, 尼克, SBEAR, 布冬, LIANG, 黃某人, HAO, 黑羊",1,5,紅紅紅,0>5,,,忠,忠,,娜,派,忠,忠,159,Y,N,N
1089,"136
269 3+
358
148
156
oox
6789 9-
1470
3580
3590
1480
ooox
0>3 o
1349 3-
2589 59-
1358 15-
1345 3-
3450
oooo
3>8 x
34560 12789+
ooooo
8>5 ?
34570 28+350-
34580 2+3450-
34590 28+450-
13450 2789+
ooooo",876259,5.0,線瓦,2024-03-10 00:00:00,3,,,布冬,黃某人,TEN,尼克,Liang,呂安,很乖,發達,HAO,黑羊,三藍活,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"布冬, 黃某人, TEN, 尼克, LIANG, 呂安, 很乖, 發達, HAO, 黑羊",1,4,紅紅藍藍藍,0>3,3>8,8>5,忠,忠,刺,忠,忠,派,忠,136,N,N,N
1090,"127
279
349
489
459
oox
5680
1470
3689
2390
1270
ooox
0>5 x
1390 9-
2359 59-
2369 7+9-
1490
5678
xxxx",678531,,線瓦,2024-03-10 00:00:00,4,,,黑羊,尼克,很乖,SIN,洋蔥,Liang,HAO,黃某人,呂安,發達,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"黑羊, 尼克, 很乖, SIN, 洋蔥, LIANG, HAO, 黃某人, 呂安, 發達",2,2,紅紅紅,0>5,,,忠,奧,,梅,忠,奧,忠,127,N,N,N
1091,"167
260
469 13+
345
458
oox
3690
1267
2680
6890
3560
ooxx
0>4 o
1247
1247
1789 3+ 1789-
2479 36+
oooo
4>5 o
24579
ooooo
24579
ooooo",386195,2.0,面瓦,2020-06-14 00:00:00,1,,,,,,,,,,,,,三藍活,oox,ooxx,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,", , , , , , , , , ",0,0,紅紅藍藍藍,0>4,4>5,,忠,忠,梅,奧,忠,梅,忠,167,N,N,N
1092,"179 9-
249
367
246
245
oox
4678
4790
2380
4679
2380
ooxx
0>5 o
1467
1469 2+ 6-
3467 4-
4679 1238+
ooox",962805,,線瓦,2024-03-12 00:00:00,1,,,發達,HAO,布冬,TEN,Liang,呂安,Sin,池,大星,黑羊,三紅,oox,ooxx,ooox,,,紅,紅,紅,,,"發達, HAO, 布冬, TEN, LIANG, 呂安, SIN, 池, 大星, 黑羊",2,4,紅紅紅,0>5,,,派,梅,,忠,忠,梅,派,179,N,N,N
1093,"127
246
378
348
358
ooo
4568 8-
3458 7+
3578 24+
ooox
0>8 o
1389
1890 8-
1389
2478 4-
3589
ooox
8>4 o
13489
34568 4-
34568 4-
24789 248-
13458
ooooo
14589 1458-
14580 1458- 9+
13458 690+
oooox",701925,,線瓦,2024-03-12 00:00:00,2,,,TEN,ED,Sin,很乖,發達,大星,池,HAO,黑羊,Liang,三紅,ooo,ooox,ooox,ooooo,oooox,藍,紅,紅,藍,紅,"TEN, ED, SIN, 很乖, 發達, 大星, 池, HAO, 黑羊, LIANG",3,3,藍紅紅藍紅,0>8,8>4,,娜,忠,忠,德,忠,梅,娜,127,N,N,N
1094,"146
267
370
147
257
ooo
3560
2567
1678
2457 27-
2570
oooo
0>7 o
2570 134689+
oooo",894172,0.0,線瓦,2024-03-12 00:00:00,3,,,Sin,TEN,呂安,大星,發達,Liang,池,HAO,布冬,黑羊,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"SIN, TEN, 呂安, 大星, 發達, LIANG, 池, HAO, 布冬, 黑羊",2,4,藍藍藍,0>7,,,忠,派,,奧,德,忠,忠,146,N,N,N
1095,"149
127
367
179 4+
157
oox
4679 9-
3780
3578 5-
1490
3780
oooo
0>3 o
3780 12569+
ooox
3>7 o
24578 47-
34678 467-
34679 0+
oooox
7>6 x
23570 16+ 70-
34790 168+ 340-
34790 168+ 0-
oooox",691875,,線瓦,2024-03-12 00:00:00,4,,,TEN,大星,Sin,HAO,Liang,黑羊,呂安,布冬,池,發達,三紅,oox,oooo,ooox,oooox,oooox,紅,藍,紅,藍,紅,"TEN, 大星, SIN, HAO, LIANG, 黑羊, 呂安, 布冬, 池, 發達",2,4,紅藍紅藍紅,0>3,3>7,7>6,忠,忠,派,德,忠,梅,忠,149,N,N,N
1096,"127
260
368
480
458
oxx
1670
1267
6780 7-
3790
1270
oooo
0>1 o
1270 345689+
oooo
1>7 o
12790 4568+
oooox",698510,0.0,線瓦,2024-03-15 00:00:00,1,,,Sin,呂安,黑羊,Liang,尼克,黃某人,豬羊,sbear,洋蔥,布冬,三藍死,oxx,oooo,oooo,oooox,,紅,藍,藍,藍,,"SIN, 呂安, 黑羊, LIANG, 尼克, 黃某人, 豬羊, SBEAR, 洋蔥, 布冬",2,4,紅藍藍藍,0>1,1>7,,梅,派,忠,派,忠,奧,梅,127,N,N,N
1097,"168
260
348
467
456
oox
2680
2470
3480
2490
2680
ooox
0>4 o
1480 8-
2346
3480 0-
4780 16+7-
1358
xxxx",815327,,線瓦,2024-03-15 00:00:00,2,,,Sin,呂安,Liang,豬羊,黃某人,洋蔥,尼克,黑羊,sbear,布冬,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"SIN, 呂安, LIANG, 豬羊, 黃某人, 洋蔥, 尼克, 黑羊, SBEAR, 布冬",2,4,紅紅紅,0>4,,,忠,忠,,娜,忠,德,忠,168,N,N,N
1098,"127
289
360
456
569
oox
4680
1370
4680
3479 34-
4680
ooox
0>4 x
1367 36-
1268 18-
1378 60+
ooox",521463,,線瓦,2024-03-15 00:00:00,3,,,sbear,Sin,呂安,黑羊,尼克,Dean,黃某人,Liang,TEN,豬羊,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"SBEAR, SIN, 呂安, 黑羊, 尼克, DEAN, 黃某人, LIANG, TEN, 豬羊",2,4,紅紅紅,0>4,,,忠,奧,,德,奧,刺,忠,127,N,N,N
1099,"147
279
367
490
259
oox
2367
1570
1780
1490
1570
oooo
0>5 o
1570 234689+
oooo
5>1 o
12570 34689+
oooox",296478,7.0,線瓦,2024-03-15 00:00:00,4,,,呂安,黃某人,Liang,豬羊,Sin,TEN,尼克,Dean,黑羊,sbear,三藍活,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"呂安, 黃某人, LIANG, 豬羊, SIN, TEN, 尼克, DEAN, 黑羊, SBEAR",2,4,紅藍藍藍,0>5,5>1,,忠,忠,忠,忠,奧,忠,忠,147,N,N,N
1100,"148
267
357
145
145
oox
2670
3670
3480
2690 5+
2690
oooo
0>9 o
2690
oooo
9>6 o
12690
oooox",158720,9.0,線瓦,2024-03-19 00:00:00,1,,,布冬,洋蔥,Dean,HAO,很乖,發達,尼克,池,kevin,TEN,三藍活,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"布冬, 洋蔥, DEAN, HAO, 很乖, 發達, 尼克, 池, KEVIN, TEN",4,2,紅藍藍藍,0>9,9>6,,梅,忠,忠,刺,忠,娜,梅,148,N,N,N
1101,"169
239
239
246 1+
159
oox
4679 7-
2470
1468 3+
2369
2470
ooox
0>4 o
1456 456-
1469 7+
3689 7+6-
4568 179+
oooo
4>1 o
14568 23790+
ooooo
14568 23790+
ooooo",792304,8.0,線瓦,2024-03-19 00:00:00,2,,,池,sbear,kevin,HAO,尼克,發達,很乖,TEN,洋蔥,布冬,三藍活,oox,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"池, SBEAR, KEVIN, HAO, 尼克, 發達, 很乖, TEN, 洋蔥, 布冬",3,3,紅紅藍藍藍,0>4,4>1,,派,梅,忠,忠,梅,忠,派,169,N,N,N
1102,"168
289
348
140
570
ooo
5670 1+
3570
5780
5790 2+
3570
ooox
0>5 o
1579 7-
2570 5-
1358 8-
2457
4570
ooox
5>8 x
25690 5-
13679 48+1-
oooxx",836419,,線瓦,2024-03-23 00:00:00,1,,,Liang,TEN,sbear,黑羊,HAO,黃某人,池,呂安,尼克,轆,三紅,ooo,ooox,ooox,oooxx,,藍,紅,紅,紅,,"LIANG, TEN, SBEAR, 黑羊, HAO, 黃某人, 池, 呂安, 尼克, 轆",3,4,藍紅紅紅,0>5,5>8,,忠,忠,刺,派,奧,忠,忠,168,N,N,N
1103,"128
269
359
456
256
ooo
2356 7+
2356 7+
1458 5-
2456 9+
2560
ooox
0>6 o
1256
2567
2357
4569
2459
oooo
6>9 o
24569 370+
ooooo",780154,4.0,線瓦,2024-03-23 00:00:00,2,,,sbear,HAO,黃某人,呂安,轆,Liang,TEN,黑羊,池,尼克,三藍死,ooo,ooox,oooo,ooooo,,藍,紅,藍,藍,,"SBEAR, HAO, 黃某人, 呂安, 轆, LIANG, TEN, 黑羊, 池, 尼克",3,4,藍紅藍藍,0>6,6>9,,德,忠,忠,奧,梅,派,德,128,N,N,N
1104,"170
258
389
490
359
ooo
3690
3579
3680
3590 7+
3590
oooo
0>5 o
3590 124678+
oooo",867415,0.0,線瓦,2024-03-23 00:00:00,3,,,TEN,呂安,轆,Liang,尼克,HAO,池,黑羊,黃某人,sbear,三藍活,ooo,oooo,oooo,,,藍,藍,藍,,,"TEN, 呂安, 轆, LIANG, 尼克, HAO, 池, 黑羊, 黃某人, SBEAR",3,4,藍藍藍,0>5,,,忠,梅,,派,奧,梅,忠,170,N,Y,N
1105,"167
256
359
470
359
oox
1467
4790
4578
2790
4570
ooox
0>5 o
1578 7-
2590 0-
3457 457-
2368 28- 1479+
ooox",967140,,線瓦,2024-03-23 00:00:00,4,,,Liang,TEN,sbear,呂安,尼克,黑羊,ED,HAO,轆,骯髒泡泡,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"LIANG, TEN, SBEAR, 呂安, 尼克, 黑羊, ED, HAO, 轆, 骯髒泡泡",3,3,紅紅紅,0>5,,,梅,忠,,奧,派,忠,梅,167,N,N,N
1106,"128
236
369
478
156
oox
2360
3478 8-
3680
3689
3490
ooox
0>4 o
1249 9-
2470 7-
1348
1478 235690+
ooox",258037,,線瓦,2024-03-23 00:00:00,5,,,轆,豬羊,黑羊,Liang,TEN,sbear,骯髒泡泡,HAO,尼克,呂安,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"轆, 豬羊, 黑羊, LIANG, TEN, SBEAR, 骯髒泡泡, HAO, 尼克, 呂安",3,3,紅紅紅,0>4,,,奧,忠,,忠,忠,娜,奧,128,N,N,N
1107,"470 1+
278
360
130 478+
ooo
1350
1360
1340 27+
ooox
0>1 o
1780
1390
1670 4+
1780
1270
oooo
1>7 o
12370
oooox",459638,8.0,線瓦,2024-03-23 00:00:00,6,,,TEN,轆,Liang,HAO,骯髒泡泡,豬羊,黑羊,sbear,呂安,尼克,三藍死,ooo,ooox,oooo,oooox,,藍,紅,藍,藍,,"TEN, 轆, LIANG, HAO, 骯髒泡泡, 豬羊, 黑羊, SBEAR, 呂安, 尼克",3,3,藍紅藍藍,0>1,1>7,,忠,忠,忠,忠,刺,娜,忠,470,N,Y,Y
1108,"678 19+ 6-
256
348
480
560
ooo
2560
1289 129-
4890 9-
5690
2560
ooox
0>6 o
1569 59-
2468 46-9+
3560
4560
4567
ooox
6>9 o
56890 9-
35690 7+ 359-
45689 49-
35690 17+ 5-
ooooo
9>5 x
13690 58+ 3-
oooox",851249,,線瓦,2024-03-23 00:00:00,7,,,午夜,開司,尼克,豬羊,呂安,Kudi,HAO,轆,池,Liang,三紅,ooo,ooox,ooox,ooooo,oooox,藍,紅,紅,藍,紅,"午夜, 開司, 尼克, 豬羊, 呂安, KUDI, HAO, 轆, 池, LIANG",4,3,藍紅紅藍紅,0>6,6>9,9>5,忠,忠,梅,德,派,娜,忠,678,N,N,Y
1109,"189
258 9+
136
468
590
oox
4690 9-
2670 6-
1680
1369 3-
6780
oooo
0>6 o
6780 6-
oooo
6>7 o
26780 79-
ooooo",154307,0.0,線瓦,2024-03-29 00:00:00,1,,,TEN,洋蔥,HAO,池,大星,呂安,Liang,Dean,sbear,Sin,三藍活,oox,oooo,oooo,ooooo,,紅,藍,藍,藍,,"TEN, 洋蔥, HAO, 池, 大星, 呂安, LIANG, DEAN, SBEAR, SIN",4,4,紅藍藍藍,0>6,6>7,,派,忠,梅,刺,德,娜,派,189,N,N,N
1110,"680 1+
240
378
480 19+
356
oox
6890
1378
1378
1890
1890
ooox
0>6 x
1348 48-0+
2340 34-
3478 4-0+
3478 1690+
ooox",179682,,線瓦,2024-03-29 00:00:00,2,,,HAO,Liang,洋蔥,TEN,大星,Sin,sbear,呂安,Dean,池,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"HAO, LIANG, 洋蔥, TEN, 大星, SIN, SBEAR, 呂安, DEAN, 池",4,4,紅紅紅,0>6,,,忠,奧,,刺,忠,忠,忠,680,N,Y,Y
1111,"157
289
369
457
569
oox
3678 8-
2379
4580
1248 9+
3450
ooox
0>3 x
1458 58-
2458 5-1+
1357 157-
2458 5-1+
1359
xxxx",315974,,線瓦,2024-03-29 00:00:00,3,,,洋蔥,HAO,Sin,Dean,呂安,Liang,sbear,池,TEN,大星,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"洋蔥, HAO, SIN, DEAN, 呂安, LIANG, SBEAR, 池, TEN, 大星",4,4,紅紅紅,0>3,,,忠,刺,,娜,梅,德,忠,157,Y,N,N
1112,"148 9+
258
356
458
568
oox
1256
1278
1280
1489 1-
1250
ooox
0>5 o
1560 5-
1278 18-
1357 5-9+
1345 15-
1345
ooox",962317,,線瓦,2024-03-29 00:00:00,4,,,豬羊,呂安,sbear,Sin,洋蔥,HAO,大星,TEN,kevin,Liang,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"豬羊, 呂安, SBEAR, SIN, 洋蔥, HAO, 大星, TEN, KEVIN, LIANG",3,4,紅紅紅,0>5,,,忠,忠,,派,忠,忠,忠,148,N,N,N
1113,"136
270
379 2+
237 4+
579
oox
1690
2378 2-
1689
1690
2370
ooxx
0>5 o
1489 9-
3678 27-
3450 450-
1469 7+
2459
oooo
5>1 o
12459 36780+
ooooo
1>6 x
12450 36780+
ooooo",687302,2.0,線瓦,2024-03-29 00:00:00,5,,,黑羊,HAO,大星,kevin,Liang,Sin,洋蔥,黃某人,豬羊,sbear,三藍死,oox,ooxx,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"黑羊, HAO, 大星, KEVIN, LIANG, SIN, 洋蔥, 黃某人, 豬羊, SBEAR",3,4,紅紅藍藍藍,0>5,5>1,1>6,派,忠,忠,忠,忠,忠,派,136,N,N,N
1114,"678 1+8-
247
380
460
580
oox
2689 9-
4780
2389 6+9-
1489
3470
oooo
0>4 o
3470 125689+
ooox
4>7 x
23480 80-
23578 8-
14890 10-
23578 0+
ooooo
7>2 o
23567 40+5-
oooxx",704259,,線瓦,2024-03-29 00:00:00,6,,,kevin,黃某人,Liang,豬羊,Sin,洋蔥,HAO,黑羊,大星,sbear,三紅,oox,oooo,ooox,ooooo,oooxx,紅,藍,紅,藍,紅,"KEVIN, 黃某人, LIANG, 豬羊, SIN, 洋蔥, HAO, 黑羊, 大星, SBEAR",3,4,紅藍紅藍紅,0>4,4>7,7>2,娜,德,刺,忠,德,派,娜,678,N,N,Y
1115,"389 17+
248
169 37+
478
258
oox
3689
1378
1789
1890
1380
ooox
0>9 o
1359 35-
2490 4-
3478 4-
4890
7653
xxxx",765392,,線瓦,2024-03-29 00:00:00,7,,,kevin,大星,HAO,豬羊,sbear,黃某人,黑羊,Liang,Sin,洋蔥,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"KEVIN, 大星, HAO, 豬羊, SBEAR, 黃某人, 黑羊, LIANG, SIN, 洋蔥",3,4,紅紅紅,0>9,,,忠,派,,忠,忠,德,忠,389,N,N,Y
1116,"147
237
379
490
579
oox
2367
2367
1489
1239
4890
ooox
0>4 x
1378 7-
2379 37-
2378 8-150+
ooox",754628,,線瓦,2024-03-29 00:00:00,8,,,Ray,大星,sbear,Sin,Kevin,尼克,HAO,豬羊,轆,Liang,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"RAY, 大星, SBEAR, SIN, KEVIN, 尼克, HAO, 豬羊, 轆, LIANG",4,3,紅紅紅,0>4,,,忠,德,,忠,德,娜,忠,147,N,N,N
1117,"147
238
368
140
258
oxx
3460 5+
1470 5+
1480 5+
1490 5+
1470
ooox
0>4 o
1469 5+
1249 5+1-
1690 235+16-
1469  580+
oooo
4>9 o
14569 20+16-
14689 2350+
ooooo
9>8 o
14689 23570+
ooooo",537218,4.0,線瓦,2024-03-29 00:00:00,9,,,呂安,sbear,HAO,洋蔥,黃某人,Liang,大星,開司,Sin,TEN,三藍活,oxx,ooox,oooo,ooooo,ooooo,紅,紅,藍,藍,藍,"呂安, SBEAR, HAO, 洋蔥, 黃某人, LIANG, 大星, 開司, SIN, TEN",2,6,紅紅藍藍藍,0>4,4>9,9>8,忠,忠,忠,派,忠,刺,忠,147,N,N,N
1118,"178
258 1+
370
246
258
oox
2460
2670
1468
3689
2670
ooox
0>4 x
1780 70-
1267 6-
1236 0+26-
1246 789+
ooox",894726,,線瓦,2024-03-30 00:00:00,1,,,TEN,呂安,Liang,HAO,Sin,黃某人,JOY,sbear,尼克,黑羊,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"TEN, 呂安, LIANG, HAO, SIN, 黃某人, JOY, SBEAR, 尼克, 黑羊",2,4,紅紅紅,0>4,,,忠,德,,忠,德,忠,忠,178,N,N,N
1119,"147
249
378
470
570
oox
2690
2479
1480
1290 8+
2490
ooox
0>4 o
1248 4-
1246 14-
1347 4-
2340 16789+
ooox",839702,,線瓦,2024-03-30 00:00:00,2,,,JOY,sbear,Sin,呂安,豬羊,黃某人,尼克,HAO,黑羊,Liang,三紅,oox,ooox,ooox,,,紅,紅,紅,,,"JOY, SBEAR, SIN, 呂安, 豬羊, 黃某人, 尼克, HAO, 黑羊, LIANG",3,3,紅紅紅,0>4,,,派,忠,,忠,忠,忠,派,147,N,N,N
1120,"120 2-
278
357
458
357
oox
2680
5780 0-
2568
1590 0-
6790
oooo
0>7 o
1579 579-
6790 23458+
oooo
7>9 o
36790 1458+90-
oooox",438520,0.0,線瓦,2024-03-30 00:00:00,3,,,大星,JOY,黃某人,Liang,Sin,尼克,Dean,豬羊,HAO,呂安,三藍死,oox,oooo,oooo,oooox,,紅,藍,藍,藍,,"大星, JOY, 黃某人, LIANG, SIN, 尼克, DEAN, 豬羊, HAO, 呂安",4,3,紅藍藍藍,0>7,7>9,,梅,忠,忠,忠,刺,奧,梅,120,N,Y,N
1121,"178
237
139
145
135
oox
2569
7890
4578
4789 3+
5780
ooox
0>5 o
1389 38-
2456 45-
3578 78-
4578
2450
xxxx",025491,,線瓦,2024-03-30 00:00:00,4,,,尼克,黃某人,HAO,JOY,豬羊,大星,呂安,Dean,Liang,Sin,三紅,oox,ooox,xxxx,,,紅,紅,紅,,,"尼克, 黃某人, HAO, JOY, 豬羊, 大星, 呂安, DEAN, LIANG, SIN",4,3,紅紅紅,0>5,,,刺,德,,梅,奧,德,刺,178,N,N,N
